Name,Summary,Average Runtime,End Date,Premiere Date,Genres,Type,Language,Network,Rating
Andromeda,"Dylan Hunt is the courageous captain of the most glorious starship in the universe, the Andromeda Ascendant. After 300 years frozen in time at the event horizon of a black hole. Dylan Hunt wakes... to a universe in chaos. The Systems Commonwealth, the greatest civilization in history, has fallen. But together with an unlikely band of renegades and aliens who become his crew, Dylan begins his quest to rekindle the light of civilization and push back the evils that grip the universe!",60,2000-02-10 00:00:00,13-05-2005,"['Action', 'Science-Fiction']",Scripted,English,Syfy,7.7
American Crime,"American Crime is an American anthology crime drama. The series centers on race, class and gender politics. Season 1 follows a racially charged murder and the subsequent trial, while season 2 tells you the story of a sexual assualt with a high school trying to cover it up.",60,2015-05-03 00:00:00,30-04-2017,"['Drama', 'Crime']",Scripted,English,ABC,7.7
Jeremiah,"Jeremiah is one of the many young survivors of the ""Big Death"" that claimed the lives of every adult in the world 15 years ago. Now forging his way through a bleak wilderness fraught with danger and conspiracy, Jeremiah and his most trusted friend, Kurdy , are plunged into thrilling adventures that test every facet of their humanity…and ultimately the fate of the human race itself!",60,2002-03-03 00:00:00,19-01-2004,"['Drama', 'Adventure', 'Science-Fiction']",Scripted,English,Showtime,7.7
iZombie,"Olivia ""Liv"" Moore is a rosy-cheeked, disciplined, over-achieving medical resident who had her life path completely mapped out... until the night she attended a party that unexpectedly turned into a zombie feeding frenzy. As one of the newly undead, Liv has devised a way to resist her baser urges to devour fresh human brains--she's taken a job in the Seattle coroner's office.In this appropriately dead-end job, she can secretly snack on the brains of the many Jane and John Doe corpses that make a final stop in the morgue. Liv remains resigned to an eternity without hope or purpose, until she realizes that with every brain she consumes, she retains a portion of that person's memories, and she begins to experience visions from the point of view of the murder victims. It's not the same as being alive again, but at least she can find purpose in her undead existence by helping to solve the murders of those who are indeed fully dead.",60,17-03-2015,2019-01-08 00:00:00,"['Drama', 'Crime', 'Horror']",Scripted,English,The CW,7.7
The Chicago Code,The Chicago Code follows the Windy City's most powerful and respected cops as they navigate the city's underbelly to fight crime and expose corruption.,60,2011-07-02 00:00:00,23-05-2011,['Drama'],Scripted,English,FOX,7.7
Silent Witness,Expert forensic pathologists speak on behalf of the voiceless in this compelling crime drama.,60,21-02-1996,,"['Drama', 'Crime']",Scripted,English,,7.7
Ghost Whisperer,"Ever since she was a young girl, Melinda Gordon has been able to see and talk to dead people--earth bound spirits who have yet to cross over to the other side and who seek her help in communicating and resolving unfinished business with the living. Melinda sometimes has a hard time accepting her ""gift,"" especially now that she's a newlywed and looking forward to starting her new life with her husband, Jim Clancy, a paramedic. Her friend and business partner in the antique store, Andrea Moreno, is fascinated by Melinda's talent. Although Melinda embraces her unique ""abilities"" as a blessing and sometimes a curse, she always helps her clients--alive or dead--find emotional closure.",60,23-09-2005,21-05-2010,"['Drama', 'Fantasy']",Scripted,English,CBS,7.7
ThunderCats,"A new take on the original 1980s animated series, combining fantasy with science as the heroes and villains on the show fight for the Stones of Power. The ThunderCats are on the move! After the kingdom of Thundera is attacked by the lizard people, Lion-O leads Tygra, Cheetara and the other heroes on a quest for the Book of Omens and the magic stones of legend. But he'll have to face villains like Mumm-Ra, the ancient evil sorcerer, and Slithe, the dangerous lizard general. Luckily, he has the Sword of Omens and its amazing powers at his disposal. ThunderCats, ho!",30,29-07-2011,16-06-2012,"['Action', 'Adventure']",Animation,English,Cartoon Network,7.7
Entourage,"The hit comedy series that takes a look at the day-to-day life of Vincent (Vince) Chase, a hot young actor in Hollywood, and his inner circle. He's brought with him from their hometown in Queens, NY: manager Eric, half-brother Drama, and friend Turtle. The series draws on the experiences of industry insiders to illustrate both the heady excesses of today's celebrity lifestyle, as well as the highs and lows of love and success in show biz. Eric, along with super-agent Ari, keep Vince's star rising while making sound decisions for a long-lasting career in a world of fleeting fame.",30,18-07-2004,2011-11-09 00:00:00,"['Drama', 'Comedy']",Scripted,English,HBO,7.7
Madam Secretary,"Madam Secretary follows Elizabeth McCord, the shrewd, determined, newly appointed Secretary of State who drives international diplomacy, battles office politics and circumvents protocol as she negotiates global and domestic issues, both at the White House and at home. A college professor and a brilliant former CIA analyst who left for ethical reasons, Elizabeth returns to public life at the request of the President following the suspicious death of her predecessor. The President values her apolitical leanings, her deep knowledge of the Middle East, her flair for languages and her ability to not just think outside the box, but to not even acknowledge there is a box.",60,21-09-2014,2019-08-12 00:00:00,['Drama'],Scripted,English,CBS,7.7
Athena: Goddess of War,"A terrorist group known as Athena and led by evil mastermind Son Hyuk threatens South Korea and the world. It is now up to special agent Lee Jung Woo of the National Security Agency to foil their terrifying conspiracy. Jo Soo Young, the daughter of the South Korean president, is kidnapped and hidden away in Italy. Jung Woo and his team are given the assignment to find her and bring her back.",60,13-12-2010,21-02-2011,"['Action', 'Thriller', 'Espionage']",Scripted,Korean,SBS,7.7
Modern Family,"Modern Family revolves around three different types of families (nuclear, step- and same-sex) living in the Los Angeles area, who are interrelated through Jay Pritchett and his children, Claire Dunphy (née Pritchett) and Mitchell Pritchett. Patriarch Jay is remarried to a much younger woman, Gloria Delgado Pritchett (née Ramirez), a passionate Colombian with whom he has an infant son, Fulgencio (Joe) Pritchett, and a son from Gloria's previous marriage, Manny Delgado.Jay's daughter Claire was a homemaker, but has returned to the business world. She is now the chief executive of her father's previous business, Pritchett's Closets and Blinds. She is married to Phil Dunphy, a realtor and self-professed ""cool dad"". They have three children: Haley Dunphy, a stereotypical ditzy teenage girl; Alex Dunphy, a nerdy, smart middle child; and Luke Dunphy, the off-beat only son.Jay's lawyer son Mitchell and his husband Cameron Tucker have one daughter, Lily Tucker-Pritchett. As the name suggests, this family represents a modern-day family, and episodes are comically based on situations which many families encounter in real life.",30,23-09-2009,2020-08-04 00:00:00,"['Comedy', 'Family']",Scripted,English,ABC,7.7
Impractical Jokers,"Four longtime friends take dares to outrageous new levels in truTV's hilarious series Impractical Jokers. Q, Murr, Joe and Sal bravely face some of the most unbelievably awkward and brazen hijinks yet, daring each other with over-the-top challenges that are guaranteed to set a new side-splitting standard.",31,15-12-2011,,['Comedy'],Reality,English,TBS,7.7
Reaper,"On his twenty-first birthday, Sam Oliver discovers his parents sold his soul to the devil before he was born, and he must now serve as the devil's personal bounty hunter or Reaper, catching escaped souls and sending them back to Hell.",60,25-09-2007,26-05-2009,"['Drama', 'Comedy', 'Supernatural']",Scripted,English,The CW,7.7
Man from Atlantis,"The series stars Patrick Duffy as an amnesiac man given the name of Mark Harris, believed to be the only surviving citizen of the lost civilization of Atlantis. He possesses exceptional abilities, including the ability to breathe underwater and withstand extreme depth pressures, and superhuman strength.",60,22-09-1977,1978-06-06 00:00:00,"['Drama', 'Adventure', 'Fantasy']",Scripted,English,NBC,7.7
New Tricks,"Drama about a police unit, made up of retired detectives and a long-suffering boss, looking at unsolved crimes.",60,2004-01-04 00:00:00,2015-06-10 00:00:00,"['Drama', 'Comedy', 'Crime']",Scripted,English,BBC One,7.7
Big Love,"Bill Henrickson seems like a typical suburban husband and father, except for the fact that he has three wives, seven kids and three homes to maintain. The Salt Lake City polygamist has to juggle his families' needs while overseeing his growing chain of home-improvement stores and attempting to reconnect with his fundamentalist relatives.",60,2006-12-03 00:00:00,20-03-2011,['Drama'],Scripted,English,HBO,7.7
Life on Mars,"From the studio that brought you Lost, comes the groundbreaking series that captured the imaginations of fans from coast to coast. With an irresistible soundtrack and one of the most celebrated casts on television, including Harvey Keitel, Michael Imperioli, Gretchen Mol and Jason O Mara, Life on Mars is a smart, suspenseful drama with a finish that will blow you away. Its one of those endings I believe will make you watch the series again, says Executive Producer Josh Appelbaum. There s a fine line between delusion and reality. NYPD detective Sam Tyler finds himself walking both sides of that line when he is suddenly hurtled back in time to 1973 after being struck by a car in 2008.Journey back to the 70s and uncover the secrets of Life on Mars. It s a strange and exhilarating ride raves the New York Times. Plus, with unique and exciting bonus features including an insiders view of where the shows concept began, a six million dollar moment in which 1970s legend Lee Majors steps back into the past with the cast and crew, and much more.",60,2008-09-10 00:00:00,2009-01-04 00:00:00,"['Drama', 'Crime', 'Fantasy']",Scripted,English,ABC,7.7
Brickleberry,"Brickleberry follows the hapless rangers at Brickleberry National Park as they do their worst to keep the park open. Having been through everything from ""Steve's"" invention of Squabbits to the birth of the anti-Christ, the rangers are back and ready for anything.",30,25-09-2012,14-04-2015,['Comedy'],Animation,English,Comedy Central,7.7
You're the Worst,"You're the Worst is a comedic love story about what happens when two toxic, self-destructive people fall in love despite themselves and attempt the impossible - a relationship...",31,17-07-2014,2019-03-04 00:00:00,"['Drama', 'Comedy', 'Romance']",Scripted,English,FXX,7.7
Bored to Death,"Jonathan Ames continues to ply his trade as an unlicensed private detective, getting caught up in increasingly risky jobs and absurd adventures around New York City with George and Ray, his always supportive partners in solving crime. In addition, a shocking revelation drives him to embark on one of his most important cases yet, the quest to find his biological father. As if that wasn't enough, Jonathan's writing career is finally starting to look up with the publication of his long-delayed second book.",30,20-09-2009,28-11-2011,"['Drama', 'Comedy', 'Crime']",Scripted,English,HBO,7.7
Mom,"Christy is a single mom who, after years of questionable choices, is now sober and trying to get her life on track. She's tested daily by her newly sober mother, Bonnie, who is trying to make up for all the ways she's let Christy down. Christy is further challenged by her relationships with her own kids. Her daughter Violet is engaged to a man twice her age and her ten-year-old son, Roscoe, would rather live with his father Baxter, a former slacker who has only recently gotten himself together. To help her stay sober, Christy relies on her support system from AA, comprised of her sponsor Marjorie, her wealthy sponsee, Jill, and her emotional friend, Wendy. Christy tries to remain positive as she attempts to overcome her past and build a better future, but with her dysfunctional family and life's many setbacks, it's always an uphill battle.",30,23-09-2013,13-05-2021,"['Comedy', 'Family']",Scripted,English,CBS,7.7
Private Practice,"Private Practice is the story of a team of gifted doctors working together to change the lives of their patients for the better as they look to one another for friendship and love. The doctors of Seaside Health and Wellness work on the most difficult cases, patients whose medical needs often pose moral and ethical dilemmas. Though they may heatedly disagree at work, and their personal lives may complicate matters, at the end of the day, they are the best of friends, always ready to be there for one another.",60,26-09-2007,22-01-2013,"['Drama', 'Romance', 'Medical']",Scripted,English,ABC,7.7
12 Monkeys,"Inspired by the classic blockbuster film, which commemorated its 20th anniversary in 2015, 12 Monkeys explores the provocative story of a time traveler from a decimated future in a high-stakes race against the clock. Utilizing a dangerous and untested method of time travel, he journeys from 2043 to the present day on a mission to locate and eradicate the source of a deadly plague that will all but annihilate the human race.",59,16-01-2015,2018-06-07 00:00:00,"['Drama', 'Adventure', 'Science-Fiction']",Scripted,English,Syfy,7.7
The Lone Gunmen,"Spin-off of <i>The X-Files </i>featuring the trio of computer-hacking conspiracy geeks popularly known as The Lone Gunmen. Never ones to stray far from the center of corporate and government intrigue, the threesome of John Byers, Melvin Frohike, and Richard Langly play like a misguided Mission Impossible team, embarking on a series of comic adventures that simultaneously highlight their genius and ineptitude. While their newfound independence inspires them to investigate even the most shadowy of conspiracies, their social skills remain stagnant, which only makes their lives more difficult when they learn their chief competitor in the ""information business"" is the brilliant and beautiful Yves Adele Harlow. Perpetually short of funds to publish <i>The Lone Gunmen </i>newspaper, Byers, Frohike, and Langly begrudgingly take on Jimmy Bond as an unlikely benefactor who bankrolls their missions and joins them in their investigations to uncover the truth.",60,2001-04-03 00:00:00,2001-11-05 00:00:00,"['Drama', 'Science-Fiction', 'Thriller']",Scripted,English,FOX,7.7
Nightwatch,"In the historic city of New Orleans, police officers, firefighters and EMTs working the overnight shift answer as many as a thousand emergency calls a night. Nightwatch follows multiple sets of partners in the New Orleans Emergency Medical Services unit who cover the intense and unpredictable period from 8 PM to 4 AM as they battle time and circumstance to save lives. The skills, dedication and determination that these critical and dangerous jobs require are on full display nightly while each new traumatic call comes in. As the city's heroes, one thing remains clear - the job of an emergency responder in NOLA is not only about saving lives, it's being there as a support system for the community of people in this diverse and inspiring city.",60,22-01-2015,,['Medical'],Reality,English,A&E,7.7
Grace and Frankie,Two nemeses become bonded jilted wives after their husbands reveal they have been having an affair with each other since the 1990s and now plan to get married.,30,2015-08-05 00:00:00,29-04-2022,['Comedy'],Scripted,English,,7.7
Damages,"Set in New York's world of high stakes litigation, Damages follows the lives of Patty Hewes, the nation's most revered and most reviled litigator, and her bright, ambitious protégée Ellen Parsons as they become embroiled in a class action lawsuit targeting Arthur Frobisher, one of the country's wealthiest CEOs. As Patty battles Frobisher and his attorney, Ellen learns what it takes to win at all costs -- and that lives, not just fortunes, are at stake.The series premiered on July 24, 2007 on FX and aired for three seasons before moving to the DirecTV channel Audience Network in 2010, airing for two further seasons, and concluding in 2012.",60,24-07-2007,2012-12-09 00:00:00,"['Drama', 'Legal']",Scripted,English,Audience Network,7.7
Almost Human,"Almost Human is an action-packed police drama set 35 years in the future, when police officers are partnered with highly evolved human-like androids. The year is 2048. Meet John Kennex a cop who survived one of the most catastrophic attacks ever made against the police department. After waking up from a 17-month coma, he can't remember much - except that his partner was killed; his girlfriend, Anna Moore, left him after the attack; and he lost one of his legs and is now outfitted with a highly sophisticated synthetic appendage. Suffering from depression, mental atrophy, trauma-onset OCD, PTSD and the ""psychological rejection of his synthetic body part,"" John returns to work at the behest of longtime ally Captain Sandra Maldonado. By mandate, every cop must partner with a robot. And despite his passionate aversion to androids, John is paired up with a battle-ready MX-43. But he abruptly terminates his partnership after the robot discovers incriminating information about him. So technician Rudy Lom introduces John to Dorian, a discontinued android with unexpected emotional responses. Although such responses were deemed flaws, it is in these ""flaws"" that John relates to Dorian most. After all, John is part-machine now, and Dorian is part-human. John and Dorian's understanding of each other not only complements them, it connects them. As he adjusts to working with his new partner, John also must learn to get along with his new colleagues, including the eager and somewhat starstruck Detective Valerie Stahl and the distrustful Detective Richard Paul, who does not welcome John back with open arms. Almost Human will follow the week-to-week missions of John and Dorian, as they fight crime across this futuristic landscape, while the mysteries surrounding his attack and the larger mythology of this new world unfold.",60,17-11-2013,2014-03-03 00:00:00,"['Drama', 'Crime', 'Science-Fiction']",Scripted,English,FOX,7.7
Sabrina: The Teenage Witch,"When Sabrina Spellman is informed by her aunts, Hilda and Zelda, that she is a witch on her 16th birthday, she is hesitant to believe them. Having been sent to live with them in Massachusetts by her Warlock father and mortal mother, Sabrina learns the tricks of magic in order to receive her witch's license. Along the way, she gets into many scrapes while figuring out how certain spells work. She also has to keep the secret from her boyfriend, Harvey, friends Jenny and later Valerie, stuck-up nemesis Libby, and her ever-suspicious vice-principal, Mr. Kraft.",30,27-09-1996,24-04-2003,"['Comedy', 'Family', 'Fantasy']",Scripted,English,The WB,7.7
Batman,"Wealthy entrepreneur Bruce Wayne and his ward Dick Grayson lead a double life: they are actually crime fighting duo Batman and Robin. A secret Batpole in the Wayne mansion leads to the Batcave, where Police Commissioner Gordon often calls with the latest emergency threatening Gotham City. Racing to the scene of the crime in the Batmobile, Batman and Robin must (with the help of their trusty Bat-utility-belt) thwart the efforts of a variety of master criminals, including Catwoman, Egghead, The Joker, King Tut, The Penguin, and The Riddler.",30,1966-12-01 00:00:00,14-03-1968,"['Comedy', 'Action', 'Adventure']",Scripted,English,ABC,7.7
7 Days,A secret branch of the NSA travels through time using a device found at Roswell.,60,1998-07-10 00:00:00,29-05-2001,"['Action', 'Adventure', 'Science-Fiction']",Scripted,English,UPN,7.7
Bomb Girls,"Set in the 1940s, Bomb Girls tells the remarkable stories of the women who risked their lives in a munitions factory building bombs for the Allied forces fighting on the European front. The series delves into the lives of these exceptional women – peers, friends and rivals – who find themselves thrust into new worlds and changed profoundly as they are liberated from their home and social restrictions.",60,2012-04-01 00:00:00,29-04-2013,"['Drama', 'Romance', 'War']",Scripted,English,Global,7.7
A Place to Call Home,"From the creator of Packed to the Rafters comes the sweeping and romantic drama, A Place to Call Home.It tells the story of a mysterious woman perched between the harsh legacy of World War II and the hope of a new life in Australia and of a wealthy family forced by her to embrace the winds of social change.",60,28-04-2013,21-10-2018,"['Drama', 'Romance']",Scripted,English,Showcase,7.7
America Unearthed,"Forensic geologist Scott Wolter, a real-life Indiana Jones, reveals that the history we all learned in school may not always be the whole story. Across the country, ancient symbols, religious relics and unexplained artifacts suggest that civilizations from around the world have left their mark for us to find today. Wolter not only digs through the surprising burial ground that is America for archaeological secrets, but he also uncovers compelling evidence that pre-dates the official ""discovery"" of the New World and turns a lot of what we think we know about American history on its head.",60,21-12-2012,30-07-2019,['History'],Documentary,English,Travel Channel,7.7
Devious Maids,"Devious Maids is set in a world where murder and mayhem collide in the mansions of Beverly Hills' wealthiest and most powerful families. Class warfare has never been as fun and dirty as it is in the tiny enclave where the staff is as clever, witty and downright devilish as their employers. The series centers on a close-knit group of maids, Marisol, Rosie, Carmen Valentina and Zoila, who are bonded together by their jobs, life struggles and the melodramatic universe that engulfs their employers.",60,23-06-2013,2016-08-08 00:00:00,"['Drama', 'Crime']",Scripted,English,Lifetime,7.7
"Gomer Pyle, U.S.M.C.","Gomer Pyle, a naive country boy, leaves his home in Mayberry, NC to join the U.S. Marine corps. His perpetual wide-eyed innocence frequently gets on the nerves of his tough, loudmouthed sergeant.",30,25-09-1964,1969-02-05 00:00:00,['Comedy'],Scripted,English,CBS,7.7
Deception,"The death of wealthy party girl Vivian Bowers doesn't add up for FBI agent Will Moreno, especially in a family as suspicious as the Bowers. Convinced that the tabloid staple's death was a homicide, he recruits his former SFPD partner and Vivian's childhood best friend, Joanna Padget Locasto to re-establish ties with the Bowers. Determined to find justice for her estranged best friend, Joanna infiltrates the dynasty she once considered family, and quickly begins to uncover why Vivian's life was very much in danger.<br>",60,2013-07-01 00:00:00,18-03-2013,"['Drama', 'Crime', 'Mystery']",Scripted,English,NBC,7.7
The Wrong Mans,"Comedy thriller about two well-meaning idiots who become entangled in a hideous world of crime, conspiracy and corruption.",30,24-09-2013,23-12-2014,"['Comedy', 'Crime', 'Thriller']",Scripted,English,BBC Two,7.7
The Office,"A mockumentary about life in a mid-sized suboffice paper merchants in a bleak British industrial town, where manager David Brent thinks he's the coolest, funniest, and most popular boss ever. He isn't. That doesn't stop him from embarrassing himself in front of the cameras on a regular basis, whether from his political sermonizing, his stand-up 'comedy', or his incredibly unique dancing. Meanwhile, long-suffering Tim longs after Dawn the engaged receptionist and keeps himself sane by playing childish practical jokes on his insufferable, army-obsessed deskmate Gareth. Will the Slough office be closed? Will the BBC give David a game show? Will Tim and Dawn end up with each other? And more importantly, will Gareth realize what a hopeless prat he is?",30,2001-09-07 00:00:00,27-12-2003,['Comedy'],Scripted,English,BBC Two,7.7
Spin City,"Spin City is a smart, sophisticated sitcom about the behind-the-scenes workings of City Hall in the biggest city in America. Workaholic Mike Flaherty is the Deputy Mayor of New York City, serving as Mayor Randall Winston's key strategist and much-needed handler. Mike runs the city with the help of his oddball staff: an anxious and insecure press secretary; a sexist, boorish chief of staff; an impeccably groomed gay activist running minority affairs; a sharp and efficient, man-crazy accountant; and an idealistic young speechwriter. Like Mike, they are all professionally capable but personally challenged.",30,17-09-1996,30-04-2002,['Comedy'],Scripted,English,ABC,7.7
Star vs. the Forces of Evil,"Star vs. The Forces of Evil follows fiercely awesome teen princess Star Butterfly. After receiving an all-powerful magic wand for her 14th birthday, Star is sent by her Royal Parents to live with the Diaz family on Earth, bringing along her own unique inter-dimensional style to her new home. Together with the Diaz's teenage son, Marco, they navigate high school and embark on dimension-hopping adventures across the multiverse while keeping her wand out of the clutches of arch-nemesis Ludo and his monstrous forces of evil.",19,18-01-2015,19-05-2019,"['Comedy', 'Adventure', 'Children']",Animation,English,Disney XD,7.7
The Wonder Years,"Set in 1968-1973, the series tackles the social issues and historic events of that time through the eyes of main character Kevin Arnold. Kevin also deals with typical teenage social issues, including those prompted by his main love interest, Winnie Cooper, as well as typical family troubles. The story is narrated by an older, wiser Kevin, describing what is happening and what he learned from his experiences in an alternately nostalgic and ironic tone.",30,31-01-1988,1993-12-05 00:00:00,"['Drama', 'Comedy', 'Family']",Scripted,English,ABC,7.7
Heroes,"This epic chronicles the lives of ordinary people who discover they possess extraordinary abilities. As a total eclipse casts a shadow across the globe, viewers follow a genetics professor in India whose father's disappearance leads him to uncover a secret theory<i>—</i>there are people with super powers living among us. A young dreamer tries to convince his politician brother that he can fly. A high school cheerleader learns that she is totally indestructible. A Las Vegas stripper, struggling to make ends meet to support her young son, uncovers that her mirror image has a secret. A prison inmate mysteriously finds himself waking up outside of his cell. A gifted artist, whose drug addiction is destroying his life and the relationship with his girlfriend, can paint the future. A down-on-his-luck beat cop can hear people's thoughts, including the secrets of a captured terrorist. In Japan, a young man develops a way to stop time through sheer will power. Their ultimate destiny is nothing less than saving the world.",60,25-09-2006,2010-08-02 00:00:00,"['Drama', 'Action', 'Science-Fiction']",Scripted,English,NBC,7.7
Body of Proof,"Dr. Megan Hunt is in a class of her own, a brilliant and world-renowned neurosurgeon at the top of her game, although success and notoriety have cost her her marriage and her relationship with her 12-year-old daughter. Then Megan's world is turned upside down by a devastating car accident that puts an end to her career as a surgeon. Broken but determined, with her love of medicine intact but a lack of feeling in her hands, Megan is pointed in the only direction she can turn, to a career as a medical examiner. Now a committed advocate for the dead, Megan solves the mysteries of their deaths while telling the stories of their lives.",60,29-03-2011,28-05-2013,"['Drama', 'Crime']",Scripted,English,ABC,7.7
Copper,"Copper is an American saga set in 1865 New York City, picks-up on the brink of Lincoln's assassination - with shifts in politics and society altering the landscape for Irish immigrants and African-Americans. At the center, Detective Kevin Corcoran struggles to tame the wartime metropolis while wrestling with personal demons, including the betrayal of his wife and best friend. And when Tammany Hall's outspoken General Brendan Donovan returns from the Civil War to restore law and order in the Sixth Ward, loyalties will be bought and sold both Uptown and in the slums of the Five Points as Corcoran, and those around him, fight to find their places in an unforgiving city.",60,19-08-2012,22-09-2013,"['Drama', 'Crime']",Scripted,English,BBC America,7.7
Flashpoint,"Flashpoint is a drama which depicts the emotional journey into the tough, risk-filled lives of a group of cops in the SRU (inspired by Toronto's Emergency Task Force). It's a unique unit that rescues hostages, busts gangs, defuses bombs, climbs the sides of buildings and talks down suicidal teens. Members of a highly-skilled tactical team, they're also trained in negotiating, profiling and getting inside the suspect's head to diffuse the situation to try and save lives.",60,2008-11-07 00:00:00,13-12-2012,"['Action', 'Adventure', 'Crime']",Scripted,English,CTV,7.7
GREEK,"Rusty begins his freshman year at Cyprus-Rhodes University determined to change his life and rush a fraternity. However, his sister Casey, who is already ensconced as a sorority siren, is not too keen on having her younger brother invade her world.",60,2007-09-07 00:00:00,2011-07-03 00:00:00,"['Drama', 'Comedy']",Scripted,English,Freeform,7.7
Brothers & Sisters,"Brothers &amp; Sisters is a one-hour hit drama that follows the California-based Walker family through the complicated maze of American life today. It revolves around a collection of enmeshed and somewhat damaged adult siblings and their strong but passionately devoted mother, Nora Walker. The Walkers' lives have not been without challenge. Romance, parenting, illness, divorce, infidelity, addiction, war and even death have pushed them to the limit. But they continue to work toward living their lives as individuals, while loving each other unconditionally and trying to maintain some semblance of normalcy.",60,24-09-2006,2011-08-05 00:00:00,['Drama'],Scripted,English,ABC,7.7
New Amsterdam,"New Amsterdam centers on a brilliant New York homicide detective with a profound secret he is immortal. In response to a heroic action, John Amsterdam will not age a day until he finds ""the one."" He has had many lives as he has roamed the city of New York for the past 400 years searching for his one true love.",60,2008-04-03 00:00:00,14-04-2008,"['Drama', 'Crime', 'Fantasy']",Scripted,English,FOX,7.7
King & Maxwell,"Sean King and Michelle Maxwell aren't your typical private investigators. Both are former Secret Service agents, and their unique skills - not to mention their razor-sharp chemistry - give them a leg up on conventional law enforcement. Maxwell is a former Olympic athlete who uses her brains, beauty and Beltway connections to solve cases. King's career in the Secret Service ended when the presidential candidate he was assigned to protect was assassinated, sending him on a downward spiral. Today, King has added a law degree to his arsenal of skills, allowing him to navigate the system in ways a typical private investigator never could. Along the way, King and Maxwell clash over everything, from her garbage-strewn car to his love of wine over beer. King &amp; Maxwell also features F.B.I. Special Agents Rigby and Carter, who clash with King and Maxwell over their less-than-legal methods.",60,2013-10-06 00:00:00,2013-12-08 00:00:00,"['Drama', 'Action', 'Crime']",Scripted,English,TNT,7.7
Malcolm in the Middle,"In the words of They Might Be Giants' rollicking Grammy-winning theme song, ""life is unfair."" The inventive and wholly original sitcom Malcolm in the Middle has been honored with a Peabody Award and Emmys for directing and writing, but if life was fair, it would have earned an Emmy for Best Comedy Series, not to mention statuettes for its pitch-perfect cast. With his perpetual ""yes, me worry"" expression, Frankie Muniz instantly earns audience empathy as Malcolm, whose chances for a normal life are thwarted not only by his genius IQ, but also by his outrageously dysfunctional family: Lois, his obsessive, control-freak mother; Hal, his loving but ineffectual father; Francis, his eldest brother waging his own private war at military school; middle brother Reese, a delinquent savant; and Dewey, the put-upon youngest. As Malcolm observes at one point, ""This family may be rude, loud and gross, and have no shame whatsoever, but with them you know where you stand.""",30,2000-09-01 00:00:00,14-05-2006,['Comedy'],Scripted,English,FOX,7.7
What on Earth?,"What on Earth? is a documentary series using satellite images of strange geological occurrences and man-made structures on Earth to examine such matters as the planet's extreme locations, phenomena and species.",61,2015-10-02 00:00:00,,"['Mystery', 'Nature', 'History']",Documentary,English,Science,7.7
The 4400,"The 4400 explores the travails of the 4400 people who all at once returned in a ball of light to Earth; though the returnees had not aged physically, many of them reappeared with dramatic abilities ranging from enhanced reflexes to precognition. NTAC (National Threat Assessment Command) is the government agency responsible for keeping track of the returnees and investigating all things related to the 4400.",61,2004-11-07 00:00:00,16-09-2007,"['Drama', 'Science-Fiction', 'Mystery']",Scripted,English,USA Network,7.7
The Get Down,"1970s New York City - broken down and beaten up, violent, cash strapped - dying. Consigned to rubble, a rag-tag crew of South Bronx teenagers are nothings and nobodies with no one to shelter them - except each other, armed only with verbal games, improvised dance steps, some magic markers and spray cans. From Bronx tenements, to the SoHo art scene; from CBGBs to Studio 54 and even the glass towers of the just-built World Trade Center, The Get Down is a mythic saga of how New York at the brink of bankruptcy gave birth to hip-hop, punk and disco - told through the lives and music of the South Bronx kids who changed the city, and the world... forever.",62,2016-12-08 00:00:00,2017-07-04 00:00:00,"['Drama', 'Music']",Scripted,English,,7.7
The Jetsons,"The Jetsons was Hanna-Barbera's Space Age counterpart to <i>The Flintstones</i>, a half-hour family sitcom projecting contemporary American culture and lifestyle into another time period. The Jetsons live in a futuristic utopia in the year 2062 of elaborate robotic contraptions, aliens, holograms, and whimsical inventions.",30,23-09-1962,1987-12-11 00:00:00,"['Comedy', 'Children', 'Science-Fiction']",Animation,English,ABC,7.7
The Flintstones,"Join the fun in the town of Bedrock with the this fabulously famous modern Stone-Age family. Mowing the lawn with a saw-toothed dinosaur, showering with water sprayed from a woolly mammoth's trunk and eating brontosaurus burgers are everyday events for the lovable Fred and Wilma Flintstone and their friends Barney and Betty Rubble. Living in prehistoric times has its drawbacks, but the Flintstones and their neighbors survive in style. So have a yabba-dabba-doo time with the The Flintstones.",30,30-09-1960,1966-01-04 00:00:00,"['Comedy', 'Adventure', 'Children']",Animation,English,ABC,7.7
The Bionic Woman,"She can run faster than 60 mph, bend massive steel bars, jump from insane heights, and hear sounds you can only imagine. She's no ordinary schoolteacher…she's The Bionic Woman. Jaime Sommers is a woman leading the ultimate double life. After her unforgettable appearances on The Six Million Dollar Man as Colonel Steve Austin's true love, Jaime's story begins anew as she learns to deal with her new bionic abilities, becomes a top-secret agent for the Office of Scientific investigations, and deals with her changed relationship with Steve.",60,14-01-1976,13-05-1978,"['Action', 'Adventure', 'Science-Fiction']",Scripted,English,NBC,7.7
Highway Patrol,"Packed with fast motorcycles, powerful patrol cars, helicopters and two-way radios, Highway Patrol screamed onto the scene destined to be one of the most popular syndicated television series of all time. This action packed show filled with harrowing roadway adventures sped its way from the TV screen into pop culture with the catch phrase ""10-4"".",30,1955-05-10 00:00:00,29-06-1959,"['Drama', 'Crime']",Scripted,English,Syndication,7.7
